sound_effect_template                                                                                    count  elements      size   padding
                                                                                             totals:       605      1035   1898284         0

weapon                                                                                                   count  elements      size   padding
                                                                             object_attachment_block        24        41       902        82
                                                                 weapon_first_person_interface_block        24        48       768         0
                                                                                     weapon_triggers        15        17      1020        68
                                                                          barrel_firing_effect_block        37        39      2028         0
                                                                                      weapon_barrels        38        46      8786      2070
                                                                                              weapon        46        46     34132      2484
                                                                            predicted_resource_block        57       514      4112         0
                                                                             predicted_bitmaps_block        16        54       432         0
                                                                                    magazine_objects         7         7        70        14
                                                                                           magazines        15        15       930       450
                                                                                          byte_block         2       232       232         0
                                                                               object_function_block         8         9       288         0
                                                                          object_ai_properties_block         2         2        24         8
                                                                                 object_widget_block         2         2        16         0
                                                             object_change_color_initial_permutation         5         5       160         0
                                                                                object_change_colors         2         6        96         0
                                                                                             totals:       300      1083     53996      5176

user_interface_screen_widget_definition                                                                  count  elements      size   padding
                                                                       button_widget_reference_block         3        53      3074       106
                                                                          text_block_reference_block        71       467     18680      1868
                                                                        bitmap_block_reference_block        49       277     14958       554
                                                                         window_pane_reference_block        51        87      6438       174
                                                             user_interface_screen_widget_definition        74        74      8140       148
                                                                                list_reference_block        33        33       792         0
                                                                        player_block_reference_block         1         1        20         4
                                                                           ui_object_reference_block         1         1        32         0
                                                                            ui_light_reference_block         1         1        32         0
                                                                      ui_model_scene_reference_block         1         1        74         2
                                                         local_string_id_list_string_reference_block         1         4        16         0
                                                        local_string_id_list_section_reference_block         1         1        12         0
                                                                                             totals:       287      1000     52268      2856

user_interface_globals_definition                                                                        count  elements      size   padding
                                                               user_interface_widget_reference_block         2       140      1120         0
                                                                   user_interface_globals_definition         2         2        64         0
                                                                                             totals:         4       142      1184         0

user_interface_shared_globals_definition                                                                 count  elements      size   padding
                                                                                      ui_error_block         8       267      6141       267
                                                                             ui_error_category_block         1         9       351         9
                                                           screen_animation_keyframe_reference_block        74       205      3280       820
                                                                           animation_reference_block         1        59      2478       118
                                                       background_animation_keyframe_reference_block         8        24       480         0
                                                               persistent_background_animation_block         1         8        96        32
                                                                           list_skin_reference_block         1        26       208         0
                                                                         skill_to_rank_mapping_block         1        50       200         0
                                                            user_interface_shared_globals_definition         1         1       372        80
                                                                                             totals:        96       649     13606      1326

